DIRECTORIO;SECUENCIA_P;ORDEN;ESTRATEGIAS;EST_RADIO;EST_TELEVISION;EST_PLATAFORMAS;EST_GUIAS;EST_VISITA;EST_LLAMADA;ESCUCHA_RADIO;P1077S7;P1077S8;P1075;P1077S21;P1077S22;P1077S23;CELULAR_INTELIGENTE;P5305;CELULAR
7331640;1;3;1;2;2;1;1;2;2;2;2;1;1;1;2;2;1;2;1
7331646;1;3;1;2;2;1;1;2;2;1;2;1;1;2;2;2;1;2;1
7331646;1;4;1;2;2;1;1;2;2;1;2;1;1;2;2;2;1;2;1
7331652;1;4;2; ; ; ; ; ; ;1;2;1;1;2;2;2;1;2;1
7331659;1;3;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7331664;1;3;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2
7331668;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7331668;1;4;2; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;1
7331671;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2
7331672;1;3;2; ; ; ; ; ; ;1;2;1;2;2;2;2;1;2;1
7331673;1;4;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2
7331673;1;5;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2
7331673;1;6;2; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2
7331673;1;7;2; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2
7331675;1;3;1;2;2;2;1;2;2;1;2;1;2;2;2;2;1;2;1
7331675;1;4;2; ; ; ; ; ; ;1;2;1;2;2;2;2;1;2;1
7331676;1;4;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2
7331677;1;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7331677;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7331679;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2
7331684;1;5;2; ; ; ; ; ; ;1;1;2;2;2;2;2;2;2;1
7331689;1;3;1;2;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2
7331690;1;3;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1
7331690;1;4;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1
7331691;1;4;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2
7331691;1;5;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2
7331691;1;6;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2
7331694;1;6;1;2;2;1;2;2;2;1;2;1;2;2;2;2;1;2;1
7331696;1;3;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1
7331698;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2
7331698;1;4;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2
7331698;1;5;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2
7331698;1;6;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2
7331701;1;3;1;1;2;2;1;2;1;2;2;1;2;2;2;2;1;2;1
7331701;1;5;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7331703;1;3;2; ; ; ; ; ; ;1;2;1;2;2;1;2;1;2;1
7331703;1;4;1;2;2;2;1;2;2;1;2;1;2;2;1;2;1;2;1
7331704;1;4;1;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1
7331707;1;4;2; ; ; ; ; ; ;2;2;1;2;2;1;2;1;2;1
7331708;1;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7331709;1;3;1;1;2;2;1;2;1;1;1;2;2;2;2;2;1;2;1
7331717;1;3;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7331717;1;4;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7331717;1;5;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7331717;1;6;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7331720;1;3;1;1;2;2;1;2;1;2;2;1;2;2;1;2;1;2;1
7331727;1;5;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7331731;1;4;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7331737;1;3;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7331746;1;3;1;2;2;1;1;2;1;2;2;1;1;1;1;1;1;1;1
7331749;1;2;1;1;2;2;1;2;2;1;1;2;1;1;2;2;1;2;1
7331749;1;3;1;1;2;2;1;2;2;1;1;2;1;1;2;2;1;2;1
7331750;1;3;1;2;2;1;1;2;2;1;2;2;2;2;2;2;1;2;1
7331763;1;3;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7331763;1;4;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7331765;1;3;1;2;2;1;1;2;2;1;1;2;1;2;2;2;1;2;1
7331766;1;3;1;2;2;2;1;2;2;1;2;1;2;2;2;2;1;2;1
7331767;1;4;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7331768;1;3;1;2;2;1;1;2;2;1;1;2;1;2;2;2;1;2;1
7331768;1;4;2; ; ; ; ; ; ;1;1;2;1;2;2;2;1;2;1
7331768;1;5;1;2;2;1;1;2;2;1;1;2;1;2;2;2;1;2;1
7331770;1;4;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7331771;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7331771;1;4;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7331774;1;4;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7331775;1;3;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7331775;1;4;1;2;1;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7331775;1;6;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7331782;1;3;1;2;1;1;1;2;2;1;2;2;2;2;2;2;1;2;1
7331782;1;4;1;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1
7331793;1;3;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7331793;1;4;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7331794;1;3;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7331794;1;4;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7331795;1;3;1;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;1
7331795;1;4;1;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;1
7331795;1;5;1;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;1
7331797;1;3;1;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1
7331800;1;3;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7331802;1;3;1;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1
7331804;1;4;1;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;1
7331810;1;3;1;2;2;1;1;2;2;1;1;2;1;2;2;2;1;2;1
7331814;1;3;1;1;1;1;1;1;1;2;1;2;2;2;2;2;1;2;1
7331816;1;3;1;1;1;1;1;2;1;2;2;1;1;2;2;2;1;2;1
7331817;1;2;1;2;2;1;1;2;2;2;1;2;1;2;1;2;2;2;1
7331817;1;3;1;2;2;1;1;2;2;2;1;2;1;2;1;2;2;2;1
7331817;3;2;2; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;2
7331821;1;3;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7331822;1;3;1;2;2;1;1;2;2;2;2;1;2;2;1;2;1;2;1
7331823;1;4;1;2;2;1;1;2;2;2;1;1;1;2;2;2;1;2;1
7331823;1;5;2; ; ; ; ; ; ;2;1;1;1;2;2;2;1;2;1
7331823;1;7;2; ; ; ; ; ; ;2;1;1;1;2;2;2;1;2;1
7331823;1;9;1;2;2;2;1;2;2;2;1;1;1;2;2;2;1;2;1
7331823;1;10;2; ; ; ; ; ; ;2;1;1;1;2;2;2;1;2;1
7331823;1;12;2; ; ; ; ; ; ;2;1;1;1;2;2;2;1;2;1
7331824;1;2;1;1;1;1;1;1;1;2;2;1;1;2;2;1;1;2;1
7331824;1;3;1;1;1;1;1;1;1;2;2;1;1;2;2;1;1;2;1
7331836;1;3;1;1;1;1;1;1;1;1;2;1;2;2;2;1;1;2;1
7331836;1;4;1;1;1;1;1;1;1;2;2;1;2;2;2;1;1;2;1
7331836;1;5;1;1;1;1;1;1;1;2;2;1;2;2;2;1;1;2;1
7331842;1;4;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;2;1
7331842;1;5;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;2;1
7331844;1;2;1;2;2;1;1;2;2;2;2;1;1;2;1;2;2;2;2
7331844;1;3;1;2;2;1;1;2;2;2;2;1;1;2;1;2;2;2;2
7331854;1;2;1;2;2;1;1;2;2;2;2;2;1;2;1;2;1;2;1
7331859;1;2;2; ; ; ; ; ; ;2;2;1;1;2;1;2;1;2;1
7331859;1;3;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7331859;2;2;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7331867;1;2;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7331867;1;3;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7331867;1;4;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7331870;1;3;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7331870;1;4;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7331874;1;2;1;2;2;1;1;2;2;2;1;2;1;2;1;2;1;2;1
7331875;1;2;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7331875;1;3;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7331876;1;3;1;2;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7331883;1;3;1;1;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7331885;1;3;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7331888;1;5;1;1;2;1;2;2;2;2;2;1;2;2;2;2;1;2;1
7331890;1;2;1;1;2;1;1;2;2;2;1;2;1;2;1;2;1;2;1
7331890;1;3;1;1;2;1;1;2;2;2;1;2;1;2;1;2;1;2;1
7331890;1;4;2; ; ; ; ; ; ;2;1;2;1;2;1;2;1;2;1
7331892;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7331893;1;3;2; ; ; ; ; ; ;2;1;2;2;1;2;2;1;2;1
7331893;1;4;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;1
7331893;1;5;1;2;2;2;1;2;2;2;1;2;2;1;2;2;1;2;1
7331893;1;6;1;2;2;2;1;2;2;2;1;2;2;1;2;2;1;2;1
7331900;1;4;1;2;2;1;1;2;1;2;2;1;1;2;1;2;1;2;1
7331903;1;3;1;1;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1
7331908;1;3;1;1;2;1;1;2;2;2;2;2;2;2;1;2;1;2;1
7331908;1;4;1;2;2;1;1;2;2;2;2;2;2;2;1;2;1;2;1
7331915;1;3;1;1;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1
7331922;1;4;2; ; ; ; ; ; ;2;2;1;2;2;1;2;1;2;1
7331923;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7331930;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7331939;1;2;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;1
7331942;2;6;1;1;2;1;1;2;2;1;2;1;1;1;2;2;1;2;1
7331949;1;3;1;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;1
7331949;1;4;1;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;1
7331952;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7331952;1;4;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7331954;1;2;2; ; ; ; ; ; ;1;1;2;2;2;2;2;2;2;1
7331954;1;3;2; ; ; ; ; ; ;1;1;2;2;2;2;2;2;2;1
7331956;1;3;1;2;2;1;1;2;2;1;1;2;2;2;2;1;1;2;1
7331956;1;4;1;2;2;1;1;2;2;1;1;2;2;2;2;1;1;2;1
7331963;1;3;1;2;2;1;1;2;2;1;2;1;1;1;2;2;1;2;1
7331964;1;3;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1
7331964;1;4;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1
7331965;1;2;2; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2
7331967;1;3;1;2;2;2;1;2;2;1;2;1;2;2;2;2;1;2;1
7331969;1;6;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7331969;1;8;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1
7331969;1;9;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1
7331971;1;3;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;1
7331974;1;3;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;1
7331974;1;4;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;1
7331976;1;6;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1
7331979;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7331979;1;4;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7331979;1;5;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7331980;1;3;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7331980;1;4;1;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;1
7331980;1;5;1;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;1
7331980;1;6;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7331989;1;5;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7331990;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7331993;1;3;2; ; ; ; ; ; ;2;2;1;1;2;1;2;1;2;1
7331995;1;3;1;2;2;2;1;2;2;1;1;1;1;2;1;2;1;1;1
7331997;1;5;1;2;2;1;1;2;2;2;2;1;1;1;2;2;1;2;1
7331998;1;3;1;2;2;1;1;2;2;1;1;1;1;2;1;2;1;2;1
7332000;1;3;2; ; ; ; ; ; ;1;2;1;1;1;2;2;1;2;1
7332000;1;4;1;2;2;2;1;2;2;1;2;1;1;1;2;2;1;2;1
7332002;1;3;1;2;2;1;1;2;2;1;1;1;1;2;1;2;1;2;1
7332002;1;4;1;2;2;1;1;2;2;1;1;1;1;2;1;2;1;2;1
7332004;1;2;1;2;2;1;1;2;2;2;1;2;1;1;2;2;1;2;1
7332008;1;3;2; ; ; ; ; ; ;2;2;2;1;2;2;2;1;2;1
7332009;1;4;1;2;2;2;1;2;2;1;2;1;1;1;2;2;1;2;1
7332010;1;3;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7332013;1;4;1;2;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7332018;1;4;1;2;2;1;2;2;2;1;2;1;1;2;2;2;1;2;1
7332022;1;2;1;1;2;1;1;2;2;2;1;1;2;2;2;2;1;2;1
7332025;1;3;1;2;2;1;1;2;2;1;1;2;1;1;2;2;1;2;1
7332025;1;4;1;1;2;1;1;2;2;1;1;2;1;1;2;2;1;2;1
7332028;1;2;1;1;2;1;1;2;2;2;1;1;2;2;2;2;1;2;1
7332028;1;5;2; ; ; ; ; ; ;2;1;1;2;2;2;2;1;2;1
7332038;1;2;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7332043;1;2;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7332043;1;3;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7332043;1;4;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;2;1
7332044;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7332045;1;3;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7332048;1;5;1;1;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7332048;1;7;1;2;1;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7332058;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1
7332061;1;3;1;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1
7332061;1;4;1;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1
7332062;1;3;1;2;2;1;1;1;1;1;2;2;1;2;2;2;1;2;1
7332063;1;3;1;2;2;1;1;1;1;1;1;2;1;2;2;2;1;2;1
7332066;1;3;1;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1
7332069;1;3;1;2;2;1;1;1;1;2;1;1;1;1;2;2;1;1;1
7332070;1;4;1;2;2;1;1;1;1;1;2;1;1;2;2;2;1;2;1
7332070;1;5;1;2;2;1;1;1;1;2;2;1;1;2;2;2;1;2;1
7332071;1;4;2; ; ; ; ; ; ;1;1;1;1;2;2;2;1;2;1
7332072;1;3;1;2;2;1;1;1;1;2;2;1;1;2;2;2;1;2;1
7332074;1;4;1;2;2;1;1;1;1;1;2;1;1;2;1;2;1;2;1
7332076;1;3;2; ; ; ; ; ; ;1;1;2;1;2;2;2;1;2;1
7332080;1;4;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7332080;1;5;1;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;1
7332081;1;3;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7332081;1;4;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1
7332082;1;4;1;2;2;2;1;2;2;2;2;1;1;2;1;2;1;2;1
7332084;1;5;1;2;2;2;1;2;2;2;1;2;1;1;2;2;1;2;1
7332087;1;3;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7332087;1;4;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7332089;1;3;1;2;2;1;1;2;2;1;1;2;1;2;2;2;1;2;1
7332089;1;4;1;2;2;1;1;2;2;1;1;2;1;2;2;2;1;2;1
7332095;1;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7332095;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7332100;1;2;1;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;1
7332102;1;3;1;2;2;2;1;2;2;2;1;2;1;2;2;2;1;2;1
7332102;1;4;1;2;2;2;1;2;2;2;1;2;1;2;2;2;1;2;1
7332107;1;2;1;1;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7332107;1;3;1;1;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7332109;1;3;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7332109;1;4;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7332110;1;3;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7332110;1;6;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7332115;1;3;1;2;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7332116;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7332116;1;4;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7332116;1;5;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7332121;1;3;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7332121;1;4;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7332125;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7332130;1;3;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1
7332131;1;3;1;2;2;1;1;2;1;2;1;2;2;2;2;2;1;2;1
7332136;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1
7332139;1;2;1;2;2;1;1;2;2;2;1;2;1;1;2;2;1;2;1
7332139;1;3;1;2;2;1;1;2;2;2;1;2;1;1;2;2;1;2;1
7332141;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;1
7332142;1;3;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1
7332142;1;4;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1
7332145;1;3;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1
7332150;1;3;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2
7332151;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7332151;1;4;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7332151;1;5;2; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;1
7332151;1;6;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7332154;1;8;1;1;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7332162;1;4;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7332162;1;5;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7332166;1;3;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7332166;1;4;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7332168;1;4;1;2;2;1;1;2;1;2;1;2;2;1;2;2;1;2;1
7332173;1;4;2; ; ; ; ; ; ;2;2;1;1;2;1;2;1;2;1
7332175;1;3;2; ; ; ; ; ; ;2;2;1;1;1;1;2;1;2;1
7332180;1;3;1;2;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1
7332183;1;3;1;2;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1
7332183;1;4;1;2;1;1;1;1;1;2;1;2;2;2;2;2;1;2;1
7332191;1;3;1;2;2;1;1;2;2;2;1;1;1;1;2;2;1;2;1
7332192;1;4;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7332198;1;6;1;2;1;2;2;2;2;2;2;1;1;1;1;2;1;1;1
7332200;1;4;1;2;2;1;1;2;2;2;1;2;1;2;1;2;1;2;1
7332201;1;4;1;2;2;1;1;2;2;2;1;1;1;1;1;1;1;2;1
7332202;1;2;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7332203;1;3;1;2;2;1;1;2;2;2;1;1;1;2;1;2;1;2;1
7332203;1;4;1;2;2;1;1;2;2;2;1;1;1;2;1;2;1;2;1
7332203;1;5;1;2;2;1;1;2;2;2;1;1;1;2;1;2;1;2;1
7332209;1;5;1;2;2;1;1;2;2;2;1;2;1;2;1;2;1;2;1
7332213;1;4;2; ; ; ; ; ; ;1;2;1;1;1;1;2;1;1;1
7332214;1;3;1;2;2;1;1;2;2;2;1;2;1;2;1;2;1;1;1
7332214;1;4;1;2;2;1;1;2;2;2;1;2;1;2;1;2;1;1;1
7332214;1;5;1;2;2;1;1;2;2;2;1;2;1;2;1;2;1;1;1
7332216;1;2;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7332217;1;6;1;2;2;1;1;2;2;2;1;1;1;1;1;2;1;1;1
7332217;1;7;2; ; ; ; ; ; ;2;1;1;1;1;1;2;1;1;1
7332219;1;3;1;2;1;1;1;2;2;2;1;2;1;2;1;1;1;2;1
7332219;1;4;2; ; ; ; ; ; ;2;1;2;1;2;1;1;1;2;1
7332219;1;7;2; ; ; ; ; ; ;2;1;2;1;2;1;1;1;2;1
7332219;1;8;2; ; ; ; ; ; ;2;1;2;1;2;1;1;1;2;1
7332222;1;3;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7332223;1;3;2; ; ; ; ; ; ;1;1;2;1;2;2;2;1;2;1
7332224;1;3;1;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2;1
7332224;1;4;1;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2;1
7332224;1;5;1;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2;1
7332225;1;3;2; ; ; ; ; ; ;1;2;1;1;2;2;2;1;2;1
7332225;1;4;1;2;2;1;1;2;2;1;2;1;1;2;2;2;1;2;1
7332228;1;3;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7332229;1;4;2; ; ; ; ; ; ;1;2;1;1;2;2;2;1;2;1
7332231;1;4;1;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;1
7332233;1;2;1;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2;1
7332233;1;3;1;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2;1
7332234;1;4;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1
7332237;1;3;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7332238;1;3;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7332239;1;4;2; ; ; ; ; ; ;1;2;2;2;2;2;2;1;2;1
7332239;1;5;1;1;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1
7332241;1;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7332241;1;3;2; ; ; ; ; ; ;2;1;2;1;2;2;2;1;2;1
7332243;1;3;2; ; ; ; ; ; ;2;2;2;1;2;2;2;1;2;1
7332243;1;4;2; ; ; ; ; ; ;1;2;2;1;2;2;2;1;2;1
7332244;1;3;1;1;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7332251;1;3;1;1;2;1;1;2;2;2;2;2;1;2;2;2;1;2;1
7332251;1;4;2; ; ; ; ; ; ;2;2;2;1;2;2;2;1;2;1
7332257;1;3;1;2;2;1;1;2;2;2;2;1;1;1;1;2;1;1;1
7332258;1;5;1;2;2;1;1;2;2;1;2;1;1;1;2;2;1;1;1
7332264;1;4;1;2;2;1;1;2;2;1;1;2;1;2;2;2;1;1;1
7332266;1;2;1;1;1;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7332267;1;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7332268;1;3;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1
7332276;1;4;1;2;2;1;1;2;2;1;1;1;1;2;1;2;1;1;1
7332292;1;3;2; ; ; ; ; ; ;1;2;1;2;2;2;2;1;2;1
7332292;1;4;2; ; ; ; ; ; ;1;2;1;2;2;2;2;1;2;1
7332293;1;3;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7332293;1;4;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7332294;1;3;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7332294;1;4;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7332294;1;5;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7332299;1;6;1;2;1;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7332302;1;3;1;2;2;1;1;2;2;1;2;1;2;2;2;2;1;2;1
7332309;1;4;1;2;2;1;1;2;2;1;2;1;1;1;1;1;1;2;1
7332309;1;5;1;2;2;1;1;2;2;1;2;1;1;1;1;1;1;2;1
7332312;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7332314;2;3;1;2;2;1;1;2;2;1;2;1;1;1;2;2;1;2;1
7332315;1;3;1;2;2;1;1;2;2;1;2;1;1;2;1;1;1;2;1
7332315;1;4;2; ; ; ; ; ; ;2;2;1;1;2;1;1;1;2;1
7332317;1;4;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7332320;1;3;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
